season,match_id,match_name,home_team,away_team,current_innings,innings_id,over,ball,runs,shortText,isBoundary,isWide,isNoball,batsman1_id,batsman1_name,batsman1_runs,batsman1_balls,bowler1_id,bowler1_name,bowler1_overs,bowler1_maidens,bowler1_runs,bowler1_wkts,wicket_id,wkt_batsman_name,wkt_bowler_name,wkt_batsman_runs,wkt_batsman_balls,wkt_text,isRetiredHurt,comm_cricinfo,comm_cricbuzz
2017,1082617,KKR v RCB,KKR,RCB,KKR,1,1,1,0,"Badree to Narine, no run",False,False,False,230558,Sunil Narine,0,1,51433,Samuel Badree,0.1,0,0,0,,,,,,,False,backs away to slap that over cover but played too early and missed the length ball that drifted away,"  0.1    Badree to Narine, no run, tossed up outside off, Narine backs away and was looking to go over cover, beaten by the extra bounce  "
2017,1082617,KKR v RCB,KKR,RCB,KKR,1,1,2,4,"Badree to Narine, FOUR runs",True,False,False,230558,Sunil Narine,4,2,51433,Samuel Badree,0.2,0,4,0,,,,,,,False,"steps out, gets to the pitch and thumps this between cover and mid-off. Sweet","  0.2    Badree to Narine, FOUR, cracking shot, that's a shot of a batsman, Narine comes down the track, gets close to the ball and drills it through extra-cover  "
2017,1082617,KKR v RCB,KKR,RCB,KKR,1,1,3,4,"Badree to Narine, FOUR runs",True,False,False,230558,Sunil Narine,8,3,51433,Samuel Badree,0.3,0,8,0,,,,,,,False,"floated it full at length on middle, Narine gives him the charge and lofts though the line over his head. One bounce into the boundary. Not much turn so hitting through the line isn't that much of a risk","  0.3    Badree to Narine, FOUR, back-to-back boundaries for Narine, shimmies down the track, gets close to the ball and lifts it back over the bowler's head, a couple of bounces and over the fence  "
2017,1082617,KKR v RCB,KKR,RCB,KKR,1,1,4,4,"Badree to Narine, FOUR runs",True,False,False,230558,Sunil Narine,12,4,51433,Samuel Badree,0.4,0,12,0,,,,,,,False,"too full and crashed. Gayle watches in amusement. This is easy pickings. Gets underneath the delivery and lofts him over cover. Good, clean striking this. Wow","  0.4    Badree to Narine, FOUR, three in a row for Narine, comes down the track to a well flighted delivery and lifts it over Gayle at short extra-cover. This is a smashing start from KKR  "
2017,1082617,KKR v RCB,KKR,RCB,KKR,1,1,5,6,"Badree to Narine, SIX runs",True,False,False,230558,Sunil Narine,18,5,51433,Samuel Badree,0.5,0,18,0,,,,,,,False,hint of turn but this time he hits with the spin. Shimmies down the pitch and hammers him over long-on. Stunning,"  0.5    Badree to Narine, SIX, lovely, Narine's toying with Badree, comes down the track, gets close to the ball and lifts it high and over long-on, 18 runs already from the over  "
2017,1082617,KKR v RCB,KKR,RCB,KKR,1,1,6,0,"Badree to Narine, no run",False,False,False,230558,Sunil Narine,18,6,51433,Samuel Badree,1.0,0,18,0,,,,,,,False,"drags the sweep to square leg. He's got more than 50 runs in the last two games, all in boundaries. What a start for KKR","  0.6    Badree to Narine, no run, flighted delivery and just outside off, Narine went down on the sweep and bottom-edged it towards square leg, asks his partner to go back. Dream start for Narine and KKR  "
2017,1082617,KKR v RCB,KKR,RCB,KKR,1,2,1,0,"Mills to Gambhir, no run",False,False,False,28763,Gautam Gambhir,0,1,459257,Tymal Mills,0.1,0,0,0,,,,,,,False,"gets this to bounce awkwardly, coming into his rib cage as Gambhir hops back. Rapped on the glove as he tried to fend. Wasn't watching the ball","  1.1    Tymal Mills to Gambhir, no run, good pace from Mills, shortened his length and gets it to rear onto the left-hander, Gambhir was hopping across in defence, gets rapped on his gloves  "
2017,1082617,KKR v RCB,KKR,RCB,KKR,1,2,2,0,"Mills to Gambhir, no run",False,False,False,28763,Gautam Gambhir,0,2,459257,Tymal Mills,0.2,0,0,0,,,,,,,False,slash and a miss. This was ripe for the picking: short and had plenty of width. Any amount of bat and it would've raced over the slip cordon,"  1.2    Tymal Mills to Gambhir, no run, short and wide from Mills, Gambhir saw the width and threw his bat at that, nearly feathers an edge to the keeper  "
2017,1082617,KKR v RCB,KKR,RCB,KKR,1,2,3,1,"Mills to Gambhir, 1 wide",False,True,False,28763,Gautam Gambhir,0,2,459257,Tymal Mills,0.2,0,1,0,,,,,,,False,"banged in short on middle and leg from wide of the crease, Gambhir beaten for pace as he looks to hook. Umpires glance at each other before the straight umpire calls wide, possibly because of height. Kohli not amused but a fair call","  1.3    Tymal Mills to Gambhir, wide, the bouncer from Mills, short and high over Gambhir's head, he was looking to pull and missed, called as a wide for height. Kohli isn't one bit pleased  "
2017,1082617,KKR v RCB,KKR,RCB,KKR,1,2,3,0,"Mills to Gambhir, no run",False,False,False,28763,Gautam Gambhir,0,3,459257,Tymal Mills,0.3,0,1,0,,,,,,,False,"full toss on middle, Gambhir misses out, late on an attempted drive down the ground. Mistimes it back to the bowler","  1.3    Tymal Mills to Gambhir, no run, Mills follows the bouncer with a full-toss, Gambhir seemed surprised by it, meekly pushes it back towards the bowler  "
