season,match_id,match_name,home_team,away_team,current_innings,innings_id,over,ball,runs,shortText,isBoundary,isWide,isNoball,batsman1_id,batsman1_name,batsman1_runs,batsman1_balls,bowler1_id,bowler1_name,bowler1_overs,bowler1_maidens,bowler1_runs,bowler1_wkts,wicket_id,wkt_batsman_name,wkt_bowler_name,wkt_batsman_runs,wkt_batsman_balls,wkt_text,isRetiredHurt,comm_cricinfo,comm_cricbuzz
2017,1082641,MI v KXIP,MI,KXIP,KXIP,1,1,1,4,"Pandya to Guptill, FOUR runs",True,False,False,226492,Martin Guptill,4,1,625371,Hardik Pandya,0.1,0,4,0,,,,,,,False,"full and swinging away, Guptill down on one knee and chases it, then lifts it over cover point with the lower end of his bat",
2017,1082641,MI v KXIP,MI,KXIP,KXIP,1,1,2,0,"Pandya to Guptill, no run",False,False,False,226492,Martin Guptill,4,2,625371,Hardik Pandya,0.2,0,4,0,,,,,,,False,"good length at off stump, big stride forward as he defends to mid-off",
2017,1082641,MI v KXIP,MI,KXIP,KXIP,1,1,3,4,"Pandya to Guptill, FOUR runs",True,False,False,226492,Martin Guptill,8,3,625371,Hardik Pandya,0.3,0,8,0,,,,,,,False,"<b>has he dropped that?</b> Just about got a finger, tough to call it a drop. Harbhajan at first slip. Guptill chases another outswinger, this time he gets a thick outside edge that flies over Harbhajan who leaps up with his right hand and can only parry it to the third man boundary",
2017,1082641,MI v KXIP,MI,KXIP,KXIP,1,1,4,1,"Pandya to Guptill, 1 run",False,False,False,226492,Martin Guptill,9,4,625371,Hardik Pandya,0.4,0,9,0,,,,,,,False,"full outswinger at middle stump, gets a huge stride in and punches this to mid-on's left. A lovely looking shot, the fielder gets down quickly",
2017,1082641,MI v KXIP,MI,KXIP,KXIP,1,1,5,0,"Pandya to Saha, no run",False,False,False,279810,Wriddhiman Saha,0,1,625371,Hardik Pandya,0.5,0,9,0,,,,,,,False,"good length at off stump, defended off the front foot",
2017,1082641,MI v KXIP,MI,KXIP,KXIP,1,1,6,4,"Pandya to Saha, FOUR runs",True,False,False,279810,Wriddhiman Saha,4,2,625371,Hardik Pandya,1.0,0,13,0,,,,,,,False,"crunched. Back of a length outside off stump, barely any feet but this is both, enough room, and close enough for him to use only hands. Flat-bats the square drive, gets it past point rapidly",
2017,1082641,MI v KXIP,MI,KXIP,KXIP,1,2,1,1,"McClenaghan to Guptill, 1 run",False,False,False,226492,Martin Guptill,10,5,319439,Mitchell McClenaghan,0.1,0,1,0,,,,,,,False,"back of a length at middle stump, stands tall and tucks it to deep square leg",
2017,1082641,MI v KXIP,MI,KXIP,KXIP,1,2,2,4,"McClenaghan to Saha, FOUR runs",True,False,False,279810,Wriddhiman Saha,8,3,319439,Mitchell McClenaghan,0.2,0,5,0,,,,,,,False,"back of a length, angled away from him and he uses it to nudge this past short third man. Once more, no feet, but it was safe enough",
2017,1082641,MI v KXIP,MI,KXIP,KXIP,1,2,3,1,"McClenaghan to Saha, 1 run",False,False,False,279810,Wriddhiman Saha,9,4,319439,Mitchell McClenaghan,0.3,0,6,0,,,,,,,False,"overpitched on the toes, leans in and flicks it to find deep square",
2017,1082641,MI v KXIP,MI,KXIP,KXIP,1,2,4,1,"McClenaghan to Guptill, 1 run",False,False,False,226492,Martin Guptill,11,6,319439,Mitchell McClenaghan,0.4,0,7,0,,,,,,,False,"good length at off stump, pushes at it with a stride and takes off immediately, extra cover can't cut it off after running across, mid-off cleans up",
2017,1082641,MI v KXIP,MI,KXIP,KXIP,1,2,5,4,"McClenaghan to Saha, FOUR runs",True,False,False,279810,Wriddhiman Saha,13,5,319439,Mitchell McClenaghan,0.5,0,11,0,,,,,,,False,"slower ball, full at middle stump. Goes for the flick, doesn't time it. The bat turns in his hand but he goes through, lifts it wide of mid-on",
2017,1082641,MI v KXIP,MI,KXIP,KXIP,1,2,6,5,"McClenaghan to Saha, (no ball) FOUR runs",True,False,True,279810,Wriddhiman Saha,17,6,319439,Mitchell McClenaghan,0.5,0,16,0,,,,,,,False,<b>no-ball.</b> He hits the non-strikers stumps with his hands as he's about to bowl. It's also a full toss at off stump that Saha punches past the non-striker. A free hit next ball too.,
2017,1082641,MI v KXIP,MI,KXIP,KXIP,1,2,6,0,"McClenaghan to Saha, no run",False,False,False,279810,Wriddhiman Saha,17,7,319439,Mitchell McClenaghan,1.0,0,16,0,,,,,,,False,"offcutter, back of a length outside off stump. He swings across the line but this rolls through from under his bat",
2017,1082641,MI v KXIP,MI,KXIP,KXIP,1,3,1,1,"Bumrah to Guptill, 1 run",False,False,False,226492,Martin Guptill,12,7,625383,Jasprit Bumrah,0.1,0,1,0,,,,,,,False,"good length, angled in at off stump, lunges forward and gets an inside edge that goes through square leg",
2017,1082641,MI v KXIP,MI,KXIP,KXIP,1,3,2,0,"Bumrah to Saha, no run",False,False,False,279810,Wriddhiman Saha,17,8,625383,Jasprit Bumrah,0.2,0,1,0,,,,,,,False,"good length at off stump, defended to point on the up",
2017,1082641,MI v KXIP,MI,KXIP,KXIP,1,3,3,1,"Bumrah to Saha, 1 run",False,False,False,279810,Wriddhiman Saha,18,9,625383,Jasprit Bumrah,0.3,0,2,0,,,,,,,False,"offcutter, back of a length outside off stump, waits for it to come to him and uses his wrists to place this past point",
2017,1082641,MI v KXIP,MI,KXIP,KXIP,1,3,4,1,"Bumrah to Guptill, 1 run",False,False,False,226492,Martin Guptill,13,8,625383,Jasprit Bumrah,0.4,0,3,0,,,,,,,False,"good length at off stump, looks to drive this on the up through the covers, plays inside the line and gets a thick outside edge to third man",
2017,1082641,MI v KXIP,MI,KXIP,KXIP,1,3,5,0,"Bumrah to Saha, no run",False,False,False,279810,Wriddhiman Saha,18,10,625383,Jasprit Bumrah,0.5,0,3,0,,,,,,,False,"back of a length at off stump, mistimed punch on the up, straight to cover point",
2017,1082641,MI v KXIP,MI,KXIP,KXIP,1,3,6,0,"Bumrah to Saha, no run",False,False,False,279810,Wriddhiman Saha,18,11,625383,Jasprit Bumrah,1.0,0,3,0,,,,,,,False,"oh great ball. Like all other deliveries this over, this one angles in at off stump at a length. But it straightens after pitching. Saha is looking to get leg side of this and is half running into it with an angled bat. Poor shot. Beaten on the outside edge. There's a loud appeal from the keeper, it is turned down",
2017,1082641,MI v KXIP,MI,KXIP,KXIP,1,4,1,2,"Malinga to Guptill, 2 runs",False,False,False,226492,Martin Guptill,15,9,49758,Lasith Malinga,0.1,0,2,0,,,,,,,False,"full at off stump, gets half a stride in and lifts it over the bowler with a full face. But he gets it off the toe and it barely beats mid-off who gives chase and pulls it back",
2017,1082641,MI v KXIP,MI,KXIP,KXIP,1,4,2,7,"Malinga to Guptill, (no ball) SIX runs",True,False,True,226492,Martin Guptill,21,10,49758,Lasith Malinga,0.1,0,9,0,,,,,,,False,"oh what a shot! <b>And another no-ball.</b> This is full and wide outside off, nicely angling away for Guptill to stand tall and slice this over the long-off boundary",
2017,1082641,MI v KXIP,MI,KXIP,KXIP,1,4,2,1,"Malinga to Guptill, 1 run",False,False,False,226492,Martin Guptill,22,11,49758,Lasith Malinga,0.2,0,10,0,,,,,,,False,"bowls a low full toss outside off stump, he backs away and bunts this to sweeper cover",
2017,1082641,MI v KXIP,MI,KXIP,KXIP,1,4,3,1,"Malinga to Saha, 1 wide",False,True,False,279810,Wriddhiman Saha,18,11,49758,Lasith Malinga,0.2,0,11,0,,,,,,,False,"back of a length, angled down the leg side and past his attempted flick",
2017,1082641,MI v KXIP,MI,KXIP,KXIP,1,4,3,4,"Malinga to Saha, FOUR runs",True,False,False,279810,Wriddhiman Saha,22,12,49758,Lasith Malinga,0.3,0,15,0,,,,,,,False,"good adjustment. This is an offcutter outside off stump, it's at a good length. His first instinct is to go for the cover drive, but he's beaten by the variation. Adjusts his wrists in the end and lifts it over covers",
2017,1082641,MI v KXIP,MI,KXIP,KXIP,1,4,4,4,"Malinga to Saha, FOUR runs",True,False,False,279810,Wriddhiman Saha,26,13,49758,Lasith Malinga,0.4,0,19,0,,,,,,,False,"shot. This one hurries into his mid-riff off a length and he swivels with agility, then tucks this to the long leg boundary",
2017,1082641,MI v KXIP,MI,KXIP,KXIP,1,4,5,0,"Malinga to Saha, no run",False,False,False,279810,Wriddhiman Saha,26,14,49758,Lasith Malinga,0.5,0,19,0,,,,,,,False,"full and angled into the leg side, flicked to midwicket",
2017,1082641,MI v KXIP,MI,KXIP,KXIP,1,4,6,0,"Malinga to Saha, no run",False,False,False,279810,Wriddhiman Saha,26,15,49758,Lasith Malinga,1.0,0,19,0,,,,,,,False,"good length at middle stump, skews it off the inside edge, gets it to midwicket",
2017,1082641,MI v KXIP,MI,KXIP,KXIP,1,5,1,4,"Bumrah to Guptill, FOUR runs",True,False,False,226492,Martin Guptill,26,12,625383,Jasprit Bumrah,1.1,0,7,0,,,,,,,False,"how did he get that there? He exposes all the stumps to make room, goes a long way and the bowler follows him. This is full and angling into him but he contorts those wrists weirdly to drive this wide of mid-off",
