season,match_id,match_name,home_team,away_team,current_innings,innings_id,over,ball,runs,shortText,isBoundary,isWide,isNoball,batsman1_id,batsman1_name,batsman1_runs,batsman1_balls,bowler1_id,bowler1_name,bowler1_overs,bowler1_maidens,bowler1_runs,bowler1_wkts,wicket_id,wkt_batsman_name,wkt_bowler_name,wkt_batsman_runs,wkt_batsman_balls,wkt_text,isRetiredHurt,comm_cricinfo,comm_cricbuzz
2017,1082638,SRH v MI,SRH,MI,MI,1,1,1,1,"Kumar to Simmons, 1 run",False,False,False,53116,Lendl Simmons,1,1,326016,Bhuvneshwar Kumar,0.1,0,1,0,,,,,,,False,"fullish outside off to start, shovelled towards midwicket for a single.",
2017,1082638,SRH v MI,SRH,MI,MI,1,1,2,1,"Kumar to Patel, 1 wide",False,True,False,32242,Parthiv Patel,0,0,326016,Bhuvneshwar Kumar,0.1,0,2,0,,,,,,,False,goes down leg for a wide. Loses his line. Good delivery to the right-hander,
2017,1082638,SRH v MI,SRH,MI,MI,1,1,2,0,"Kumar to Patel, no run",False,False,False,32242,Parthiv Patel,0,1,326016,Bhuvneshwar Kumar,0.2,0,2,0,,,,,,,False,"better. On a length around off, Parthiv defends back",
2017,1082638,SRH v MI,SRH,MI,MI,1,1,3,0,"Kumar to Patel, no run",False,False,False,32242,Parthiv Patel,0,2,326016,Bhuvneshwar Kumar,0.3,0,2,0,,,,,,,False,"tidy again from Bhuvi. Fuller than a good length outside off, fourth-stump line. Blocked to mid-off",
2017,1082638,SRH v MI,SRH,MI,MI,1,1,4,1,"Kumar to Patel, 1 run",False,False,False,32242,Parthiv Patel,1,3,326016,Bhuvneshwar Kumar,0.4,0,3,0,,,,,,,False,"good single. Full and straight, flicked towards mid-on for a quick single. Nabi fails to pick up cleanly.",
2017,1082638,SRH v MI,SRH,MI,MI,1,1,5,0,"Kumar to Simmons, no run",False,False,False,53116,Lendl Simmons,1,2,326016,Bhuvneshwar Kumar,0.5,0,3,0,,,,,,,False,"good stuff. Brought third man up, and bowled a slow, straight legcutter. Skews off the outside half to short third man. Very game aware is Warner and the execution from Bhuvneshwar spot on",
2017,1082638,SRH v MI,SRH,MI,MI,1,1,6,0,"Kumar to Simmons, no run",False,False,False,53116,Lendl Simmons,1,3,326016,Bhuvneshwar Kumar,1.0,0,3,0,,,,,,,False,"another legcutter on leg, clipped to square leg. A tidy over. Sunrisers' plan comes together in over 1.",
2017,1082638,SRH v MI,SRH,MI,MI,1,2,1,0,"Mohammad Nabi to Patel, no run",False,False,False,32242,Parthiv Patel,1,4,25913,Mohammad Nabi,0.1,0,0,0,,,,,,,False,"fires one in on middle and leg, clipped to midwicket",
2017,1082638,SRH v MI,SRH,MI,MI,1,2,2,1,"Mohammad Nabi to Patel, 1 run",False,False,False,32242,Parthiv Patel,2,5,25913,Mohammad Nabi,0.2,0,1,0,,,,,,,False,"quick and straight, pushed to mid-on for a quick single. Good tight single from Parthiv",
2017,1082638,SRH v MI,SRH,MI,MI,1,2,3,0,"Mohammad Nabi to Simmons, no run",False,False,False,53116,Lendl Simmons,1,4,25913,Mohammad Nabi,0.3,0,1,0,,,,,,,False,lovely length. Simmons wants to tee off but the length isn't full enough. Pushed to cover,
